nombre,region,latitud,longitud,altura,codigo_parroquia,Latitude, Longitude, Elevation, HorasDisconfort
CUMBARATZA, Oriente, -4, -78.9, 1122, 190151, -3.98,  -78.87,  1122.00,  3971\n
CUMBAYA, Sierra, -0.2, -78.4, 2351, 170157, -0.21,  -78.44,  2351.00,  4916\n
CUMBE, Sierra, -3.1, -79, 2886, 10152, -3.10,  -79.02,  2886.00,  5409\n
CUNCHIBAMBA, Sierra, -1.1, -78.6, 2670, 180167, -1.13,  -78.59,  2670.00,  5467\n
CURARAY, Oriente, -1.4, -76.7, 239, 160451, -1.35,  -76.69,  239.00,  2955\n
CURTINCAPA, Costa, -3.7, -79.5, 1174, 71151, -3.73,  -79.54,  1174.00,  3895\n
CUSUBAMBA, Sierra, -1.1, -78.7, 3815, 50552, -1.09,  -78.75,  3815.00,  6433\n
CUTUGLAHUA, Sierra, -0.4, -78.6, 3058, 170353, -0.37,  -78.57,  3058.00,  5545\n
CUYABENO, Oriente, -0.4, -75.6, 224, 210751, -0.36,  -75.63,  224.00,  2800\n
CUYUJA, Oriente, -0.4, -78.1, 3580, 150752, -0.42,  -78.06,  3580.00,  6199\n
DANIEL_CORDOVA_TORAL_(EL_ORIENTE), Sierra, -2.9, -78.7, 3030, 10352, -2.88,  -78.72,  3030.00,  5491\n
DAULE, Costa, -1.9, -80, 12, 90650, -1.90,  -79.96,  12.00,  2528\n
DAULE1, , 0.4, -80, 82, 80352, 0.40,  -79.97,  82.00,  2181\n
DAYUMA, Oriente, -0.7, -76.8, 294, 220151, -0.71,  -76.78,  294.00,  2933\n
DELEG, Sierra, -2.8, -78.9, 2877, 30650, -2.75,  -78.94,  2877.00,  5389\n
DIEZ_DE_AGOSTO, Oriente, -1.4, -77.9, 1000, 160154, -1.44,  -77.88,  1000.00,  3065\n
DOCTOR_MIGUEL_EGAS_CABEZAS_(PEGUCHE), Sierra, 0.3, -78.2, 2735, 100451, 0.25,  -78.23,  2735.00,  5162\n
DUCUR, Sierra, -2.5, -79.2, 1361, 30363, -2.47,  -79.17,  1361.00,  3124\n
DUG_DUG, Sierra, -2.7, -78.7, 2627, 10562, -2.72,  -78.73,  2627.00,  5215\n
DURENO, Oriente, 0, -76.7, 281, 210152, 0.01,  -76.69,  281.00,  2932\n
ECHEANDIA, Sierra, -1.5, -79.3, 702, 20450, -1.46,  -79.26,  702.00,  3557\n
ELOY_ALFARO, Costa, -0.4, -80.1, 137, 130355, -0.41,  -80.08,  137.00,  2026\n
ELOY_ALFARO_(DURAN), Costa, -2.2, -79.8, 4, 90750, -2.23,  -79.78,  4.00,  2533\n
EL_AIRO, Sierra, -4.5, -79.4, 2357, 110656, -4.48,  -79.38,  2357.00,  4993\n
EL_ALTAR, Sierra, -1.5, -78.4, 3662, 60951, -1.55,  -78.44,  3662.00,  6313\n
EL_ANEGADO_(CAB_EN_ELOY_ALFARO), Costa, -1.5, -80.5, 428, 130652, -1.50,  -80.53,  428.00,  3009\n
EL_ANGEL, Sierra, 0.6, -78, 3023, 40350, 0.64,  -77.97,  3023.00,  5478\n
EL_ARENAL, Sierra, -4, -80, 962, 111052, -3.98,  -79.98,  962.00,  3764\n
EL_CABO, Sierra, -2.8, -78.8, 2768, 10554, -2.84,  -78.80,  2768.00,  5325\n
EL_CARMELO_(EL_PUN), Sierra, 0.7, -77.6, 2987, 40151, 0.66,  -77.61,  2987.00,  5548\n
EL_CARMEN, Costa, -0.4, -79.5, 168, 130450, -0.39,  -79.53,  168.00,  2186\n
EL_CARMEN_DE_PIJILI, Sierra, -2.9, -79.6, 591, 11551, -2.92,  -79.56,  591.00,  3408\n
EL_CHACO, Oriente, -0.3, -77.8, 1541, 150450, -0.34,  -77.80,  1541.00,  5258\n
EL_CHAUPI, Sierra, -0.6, -78.7, 3618, 170354, -0.60,  -78.69,  3618.00,  6072\n
EL_CHICAL, Sierra, 1, -78.3, 1367, 40159, 1.00,  -78.26,  1367.00,  3687\n
EL_CHORRO, Oriente, -4.9, -79.1, 1204, 190252, -4.91,  -79.10,  1204.00,  4273\n
EL_CISNE, Sierra, -3.8, -79.5, 1911, 110153, -3.84,  -79.45,  1911.00,  3569\n
EL_CORAZON, Sierra, -1.1, -79, 2254, 50350, -1.14,  -79.03,  2254.00,  5728\n
EL_DORADO, Oriente, -0.5, -76.9, 307, 220154, -0.53,  -76.92,  307.00,  2986\n
EL_DORADO_DE_CASCALES, Oriente, 0.1, -77.2, 506, 210650, 0.15,  -77.25,  506.00,  2690\n
EL_EDEN, Oriente, -0.6, -76.2, 234, 220155, -0.57,  -76.19,  234.00,  2904\n
EL_ENO, Oriente, -0, -76.9, 322, 210155, -0.04,  -76.87,  322.00,  3013\n
EL_ESFUERZO, Sierra, -0.5, -79.2, 587, 230156, -0.46,  -79.21,  587.00,  3422\n
EL_GOALTAL, Sierra, 0.8, -78.1, 2442, 40351, 0.77,  -78.13,  2442.00,  5321\n
EL_GUABO, Costa, -3.2, -79.8, 13, 70650, -3.22,  -79.80,  13.00,  2306\n
EL_GUISME, Oriente, -3.6, -78.6, 950, 190651, -3.57,  -78.59,  950.00,  3718\n
EL_IDEAL, Oriente, -3.4, -78.7, 1438, 140258, -3.38,  -78.67,  1438.00,  4339\n
EL_INGENIO, Costa, -4.4, -79.4, 1809, 110655, -4.44,  -79.38,  1809.00,  4714\n
EL_INGENIO1, , -3.7, -79.9, 632, 70851, -3.73,  -79.95,  632.00,  3272\n
EL_LIMO_(MARIANA_DE_JESUS), Sierra, -4, -80.2, 779, 111053, -4.00,  -80.19,  779.00,  3567\n
EL_LUCERO, Sierra, -4.4, -79.5, 1539, 110252, -4.39,  -79.50,  1539.00,  4379\n
EL_PAN, Sierra, -2.8, -78.7, 2462, 11250, -2.78,  -78.67,  2462.00,  5180\n
EL_PANGUI, Oriente, -3.6, -78.6, 836, 190650, -3.63,  -78.60,  836.00,  3612\n
EL_PARAISO, Costa, -3.8, -80, 664, 71452, -3.80,  -80.02,  664.00,  3368\n
EL_PARAISO_DE_CELEN, Sierra, -3.6, -79.4, 2794, 111151, -3.60,  -79.35,  2794.00,  5373\n
EL_PIEDRERO, Costa, -2.4, -79.3, 321, 900451, -2.38,  -79.27,  321.00,  2847\n
EL_PLAYON_DE_SAN_FRANCISCO, Oriente, 0.5, -77.7, 3493, 210551, 0.53,  -77.67,  3493.00,  6143\n
EL_PORVENIR_DEL_CARMEN, Oriente, -4.5, -79, 2445, 190851, -4.48,  -79.02,  2445.00,  5439\n
EL_PROGRESO, , -0.8, -89.4, 1000, 200151, -0.83,  -89.43,  1000.00,  3475\n
EL_PROGRESO_(CAB_EN_ZHOTA), Sierra, -3.4, -79.2, 2307, 10452, -3.37,  -79.25,  2307.00,  5014\n
EL_QUINCHE, Sierra, -0.1, -78.3, 2975, 170160, -0.12,  -78.27,  2975.00,  5116\n
EL_RETIRO, Costa, -3.4, -80, 0, 70152, -3.38,  -79.96,  0.00,  2327\n
EL_REVENTADOR, Oriente, 0.1, -77.7, 2181, 210251, 0.07,  -77.73,  2181.00,  5598\n
EL_ROSARIO, Costa, -3.3, -78.7, 1869, 140255, -3.25,  -78.65,  1869.00,  4685\n
EL_ROSARIO1, , -1.1, -79.8, 66, 90852, -1.05,  -79.78,  66.00,  2128\n
EL_ROSARIO2, , -3.8, -79.6, 913, 110552, -3.80,  -79.64,  913.00,  3655\n
EL_ROSARIO_(RUMICHACA), Sierra, -1.3, -78.6, 2806, 180755, -1.28,  -78.56,  2806.00,  5388\n
EL_SALITRE_(LAS_RAMAS), Costa, -1.8, -79.8, 8, 91950, -1.83,  -79.82,  8.00,  2485\n
EL_TABLON, Sierra, -3.5, -79.2, 2859, 111152, -3.51,  -79.18,  2859.00,  5392\n
EL_TAMBO, Sierra, -2.5, -78.9, 3382, 30550, -2.49,  -78.92,  3382.00,  6163\n
EL_TAMBO1, , -4.1, -79.3, 1765, 110351, -4.09,  -79.30,  1765.00,  4485\n
EL_TRIUNFO, Sierra, -2.3, -79.4, 59, 90950, -2.29,  -79.36,  59.00,  2433\n
EL_TRIUNFO1, , -1.3, -78.4, 2460, 180551, -1.31,  -78.41,  2460.00,  5355\n
EL_TRIUNFO2, , -1.4, -77.8, 834, 160166, -1.43,  -77.77,  834.00,  3715\n
EMILIO_MARIA_TERAN_(RUMIPAMBA), Sierra, -1.2, -78.5, 2748, 180852, -1.21,  -78.50,  2748.00,  5470\n
ENOKANQUI, Oriente, -0.2, -76.8, 280, 220351, -0.23,  -76.84,  280.00,  2903\n
ESMERALDAS, Costa, 0.9, -79.7, 185, 80150, 0.95,  -79.69,  185.00,  2344\n
EUGENIO_ESPEJO_(CALPAQUI), Sierra, 0.2, -78.3, 2979, 100452, 0.19,  -78.25,  2979.00,  5298\n
FACUNDO_VELA, Sierra, -1.2, -79.1, 1788, 20151, -1.21,  -79.13,  1788.00,  5585\n
FATIMA, Oriente, -1.4, -78, 1037, 160155, -1.42,  -77.98,  1037.00,  3044\n
FEBRES_CORDERO_(LAS_JUNTAS), Costa, -2, -79.3, 24, 120153, -1.98,  -79.32,  24.00,  2365\n
FERNANDEZ_SALVADOR, Sierra, 0.6, -77.7, 3023, 40553, 0.57,  -77.73,  3023.00,  5567\n
FLAVIO_ALFARO, Costa, -0.3, -79.8, 280, 130550, -0.35,  -79.80,  280.00,  2617\n
FLORES, Sierra, -1.8, -78.7, 3125, 60154, -1.83,  -78.66,  3125.00,  5694\n
FUNDOCHAMBA, Sierra, -4.3, -79.4, 1932, 111551, -4.33,  -79.37,  1932.00,  4712\n
GALERA, Costa, 0.8, -80.1, 150, 80353, 0.78,  -80.05,  150.00,  2308\n
GARCIA_MORENO, Sierra, 0.5, -78, 2977, 40251, 0.55,  -77.97,  2977.00,  5378\n
GARCIA_MORENO1, , -0.6, -77, 279, 220156, -0.57,  -77.02,  279.00,  2911\n
GARCIA_MORENO_(CHUMAQUI), Sierra, -1.3, -78.5, 2487, 180756, -1.30,  -78.54,  2487.00,  5286\n
GARCIA_MORENO_(LLURIMAGUA), Sierra, 0.3, -78.8, 1529, 100352, 0.30,  -78.79,  1529.00,  5257\n
GARZAREAL, Sierra, -4.3, -80.3, 376, 111352, -4.27,  -80.27,  376.00,  3258\n
GENERAL_FARFAN, Oriente, 0.2, -76.7, 329, 210153, 0.18,  -76.74,  329.00,  2767\n
GENERAL_MORALES_(SOCARTE), Sierra, -2.4, -79, 2408, 30353, -2.37,  -79.05,  2408.00,  5750\n
GENERAL_PROANNO, Oriente, -2.3, -78.1, 1109, 140153, -2.25,  -78.14,  1109.00,  4113\n
GENERAL_VILLAMIL_(PLAYAS), Costa, -2.6, -80.4, 117, 92150, -2.56,  -80.44,  117.00,  2635\n
GIMA, Sierra, -3.2, -78.9, 2876, 10952, -3.21,  -78.93,  2876.00,  5607\n
GIRON, Sierra, -3.2, -79.1, 2611, 10250, -3.18,  -79.13,  2611.00,  5285\n
GONZALEZ_SUAREZ, Sierra, 0.2, -78.2, 2932, 100453, 0.15,  -78.20,  2932.00,  5284\n
GONZALO_DIAZ_DE_PINEDA_(EL_BOMBON), Oriente, -0.3, -77.5, 1208, 150451, -0.26,  -77.51,  1208.00,  4573\n
GONZALO_PIZARRO, Oriente, -0.1, -77.4, 696, 210252, -0.06,  -77.38,  696.00,  2851\n
GONZANAMA, Sierra, -4.2, -79.4, 1987, 110750, -4.23,  -79.44,  1987.00,  3749\n
GONZOL, Sierra, -2.3, -78.9, 2891, 60553, -2.27,  -78.86,  2891.00,  5517\n
GRAL_ANTONIO_ELIZALDE_(BUCAY), Costa, -2.2, -79.2, 178, 92750, -2.16,  -79.20,  178.00,  2434\n
GRAL_LEONIDAS_PLAZA_GUTIERREZ, Oriente, -3, -78.5, 2572, 140350, -2.99,  -78.53,  2572.00,  5413\n
GRAL_PEDRO_J_MONTERO_(BOLICHE), Costa, -2.3, -79.6, 21, 92053, -2.26,  -79.59,  21.00,  2505\n
GRAL_VERNAZA_(DOS_ESTEROS), Costa, -1.8, -79.8, 7, 91951, -1.77,  -79.78,  7.00,  2479\n
GUACHANAMA, Sierra, -4, -79.9, 2676, 110952, -4.04,  -79.86,  2676.00,  5364\n
GUACHAPALA, Sierra, -2.8, -78.7, 2375, 11450, -2.77,  -78.70,  2375.00,  5186\n
GUADALUPE, Oriente, -3.9, -78.9, 997, 190152, -3.87,  -78.91,  997.00,  3805\n
GUAITACAMA_(GUAYTACAMA), Sierra, -0.8, -78.6, 2900, 50153, -0.83,  -78.64,  2900.00,  5408\n
GUALACEO, Sierra, -2.9, -78.8, 2454, 10350, -2.90,  -78.80,  2454.00,  5149\n
GUALAQUIZA, Oriente, -3.3, -78.6, 1578, 140250, -3.32,  -78.57,  1578.00,  2995\n
GUALE, Costa, -1.6, -80.3, 64, 131053, -1.65,  -80.27,  64.00,  2358\n
GUALEA, Sierra, 0.1, -78.8, 1324, 170161, 0.12,  -78.76,  1324.00,  4941\n
GUALEL, Sierra, -3.8, -79.4, 2580, 110154, -3.75,  -79.37,  2580.00,  5318\n
GUALLETURO, Sierra, -2.6, -79.1, 3739, 30354, -2.58,  -79.10,  3739.00,  6661\n
GUAMBALO_(HUAMBALO), Sierra, -1.4, -78.5, 2966, 180757, -1.40,  -78.53,  2966.00,  5377\n
GUAMOTE, Sierra, -2, -78.7, 3596, 60650, -2.00,  -78.69,  3596.00,  6163\n
GUANANDO, Sierra, -1.5, -78.5, 2492, 60751, -1.51,  -78.53,  2492.00,  5310\n
GUANAZAN, Costa, -3.4, -79.5, 2941, 71353, -3.45,  -79.50,  2941.00,  5549\n
GUANGAJE, Sierra, -0.9, -78.8, 3642, 50453, -0.90,  -78.84,  3642.00,  6292\n
GUANGOPOLO, Sierra, -0.3, -78.4, 2526, 170162, -0.25,  -78.44,  2526.00,  5001\n
GUANO, Sierra, -1.6, -78.6, 2661, 60750, -1.60,  -78.62,  2661.00,  5347\n
GUAPAN, Sierra, -2.7, -78.8, 3236, 30153, -2.67,  -78.84,  3236.00,  5686\n
GUARAINAG, Sierra, -2.7, -78.6, 2739, 10556, -2.68,  -78.64,  2739.00,  5332\n
GUARANDA, Sierra, -1.5, -79, 3170, 20150, -1.51,  -79.01,  3170.00,  6204\n
GUARE, Costa, -1.6, -79.7, 14, 120251, -1.59,  -79.66,  14.00,  2396\n
GUASAGANDA_(CAB_EN_GUASAGANDA_CENTRO), Sierra, -0.8, -79.1, 1466, 50251, -0.79,  -79.10,  1466.00,  5023\n
GUASUNTOS, Sierra, -2.2, -78.8, 2793, 60253, -2.23,  -78.78,  2793.00,  5403\n
GUAYAQUIL, Costa, -2.3, -80, 11, 90150, -2.33,  -80.04,  11.00,  2582\n
GUAYAS_(PUEBLO_NUEVO), Costa, -0.9, -79.6, 75, 90851, -0.94,  -79.61,  75.00,  2198\n
GUAYLLABAMBA, Sierra, -0.1, -78.3, 2146, 170163, -0.05,  -78.34,  2146.00,  4889\n
GUAYQUICHUMA, Sierra, -3.9, -79.5, 2164, 110352, -3.86,  -79.52,  2164.00,  5021\n
GUAYZIMI, Oriente, -4.1, -78.7, 941, 190350, -4.07,  -78.68,  941.00,  3847\n
GUEL, Sierra, -3, -78.8, 2657, 10953, -3.03,  -78.76,  2657.00,  5438\n
GUIZHAGUINNA, Costa, -3.7, -79.5, 2341, 71354, -3.66,  -79.47,  2341.00,  5190\n
HONORATO_VASQUEZ_(CAB_EN_VASQUEZ), Costa, -1.1, -80.1, 185, 131352, -1.11,  -80.14,  185.00,  2165\n
HONORATO_VASQUEZ_(TAMBO_VIEJO), Sierra, -2.6, -78.9, 3102, 30355, -2.60,  -78.87,  3102.00,  5703\n
HUACA, Sierra, 0.6, -77.7, 2915, 40650, 0.63,  -77.72,  2915.00,  5431\n
HUACHI_GRANDE, Sierra, -1.3, -78.6, 2896, 180155, -1.31,  -78.64,  2896.00,  5460\n
HUAMBI, Oriente, -2.6, -78.1, 924, 140652, -2.56,  -78.13,  924.00,  3807\n
HUAMBOYA, Oriente, -1.9, -77.9, 951, 140750, -1.92,  -77.92,  951.00,  3979\n
HUAQUILLAS, Costa, -3.5, -80.2, 1, 70750, -3.46,  -80.19,  1.00,  2567\n
HUASAGA_(CAB_EN_WAMPUIK), Oriente, -2.5, -77, 285, 140951, -2.53,  -77.04,  285.00,  3047\n
HUERTAS, Costa, -3.6, -79.6, 1878, 71355, -3.58,  -79.60,  1878.00,  3482\n
HUIGRA, Sierra, -2.3, -79, 2256, 60254, -2.28,  -79.00,  2256.00,  5611\n
ILAPO, Sierra, -1.5, -78.6, 3260, 60752, -1.55,  -78.58,  3260.00,  5824\n
IMANTAG, Sierra, 0.4, -78.3, 3902, 100353, 0.45,  -78.35,  3902.00,  6301\n
IMBANA_(LA_VICTORIA_DE_IMBANA), Oriente, -3.8, -79.1, 1970, 190153, -3.84,  -79.09,  1970.00,  4198\n
IMBAYA_(SAN_LUIS_DE_COBUENDO), Sierra, 0.4, -78.2, 2060, 100251, 0.38,  -78.16,  2060.00,  5164\n
INDANZA, Oriente, -3.1, -78.5, 1259, 140351, -3.05,  -78.48,  1259.00,  4133\n
INES_ARANGO_(CAB_EN_WESTERN), Oriente, -1, -76.8, 315, 220157, -0.98,  -76.82,  315.00,  2996\n
INGAPIRCA, Sierra, -2.5, -78.8, 3460, 30356, -2.52,  -78.82,  3460.00,  6049\n
ISIDRO_AYORA, Costa, -2, -80.2, 51, 92850, -1.96,  -80.16,  51.00,  2475\n
ISINLIVI, Sierra, -0.8, -78.9, 3265, 50752, -0.78,  -78.86,  3265.00,  5826\n
ISLA_DE_BEJUCAL, Costa, -1.7, -79.6, 5, 120252, -1.69,  -79.64,  5.00,  2506\n
ISLA_SANTA_MARIA_(FLOREANA)_(CAB_EN_PTO_VELASCO_IBAR, , -1.2, -90.2, 1000, 200152, -1.19,  -90.21,  1000.00,  3389\n
IZAMBA, Sierra, -1.2, -78.6, 2610, 180156, -1.22,  -78.57,  2610.00,  5378\n
JADAN, Sierra, -2.9, -78.9, 2946, 10353, -2.90,  -78.85,  2946.00,  5392\n
JAMA, Costa, -0.2, -80.2, 95, 132050, -0.22,  -80.23,  95.00,  2075\n
JAMBELI, Oriente, -3.4, -80.1, 0, 71252, -3.35,  -80.14,  0.00,  2569\n
JAMBELI1, , 0.2, -77.1, 365, 210157, 0.23,  -77.10,  365.00,  3006\n
JARAMIJO, Costa, -1, -80.6, 46, 132150, -0.98,  -80.60,  46.00,  1980\n
JAVIER_LOYOLA_(CHUQUIPATA), Sierra, -2.8, -78.9, 2520, 30154, -2.81,  -78.89,  2520.00,  5230\n
JERUSALEN, Sierra, -2.7, -79, 3414, 30254, -2.65,  -78.97,  3414.00,  5966\n
JESUS_MARIA, Costa, -2.6, -79.5, 23, 91151, -2.58,  -79.53,  23.00,  2443\n
JIJON_Y_CAAMANNO_(CAB_EN_RIO_BLANCO), Sierra, 0.8, -78.3, 1667, 40452, 0.84,  -78.32,  1667.00,  5097\n
JIMBILLA, Sierra, -3.9, -79.2, 2231, 110155, -3.87,  -79.18,  2231.00,  5088\n
JIMBURA, Sierra, -4.7, -79.4, 2593, 110652, -4.65,  -79.44,  2593.00,  5244\n
JIPIJAPA, Costa, -1.3, -80.6, 376, 130650, -1.30,  -80.56,  376.00,  2820\n
JOSEGUANGO_BAJO, Sierra, -0.8, -78.6, 2905, 50154, -0.82,  -78.60,  2905.00,  5466\n
JOSE_LUIS_TAMAYO_(MUEY), Costa, -2.3, -80.9, 19, 240352, -2.28,  -80.90,  19.00,  2527\n
JUAN_BAUTISTA_AGUIRRE_(LOS_TINTOS), Costa, -1.9, -79.9, 2, 90652, -1.89,  -79.87,  2.00,  2546\n
JUAN_BENIGNO_VELA, Sierra, -1.3, -78.7, 3431, 180157, -1.34,  -78.72,  3431.00,  6128\n
JUAN_DE_VELASCO_(PANGOR), Sierra, -1.9, -78.9, 3531, 60353, -1.86,  -78.91,  3531.00,  6256\n
JUAN_GOMEZ_RENDON_(PROGRESO), Costa, -2.4, -80.3, 100, 90152, -2.40,  -80.33,  100.00,  2596\n
JUAN_MONTALVO_(SAN_IGNACIO_DE_QUIL), Sierra, 0.6, -78.1, 2156, 40453, 0.56,  -78.10,  2156.00,  5063\n
JULCUY, Costa, -1.5, -80.6, 236, 130653, -1.50,  -80.64,  236.00,  2596\n
JULIO_ANDRADE_(OREJUELA), Sierra, 0.7, -77.7, 3039, 40153, 0.69,  -77.71,  3039.00,  5617\n
JULIO_E_MORENO_(CATANAHUAN_GRANDE), Sierra, -1.6, -79.1, 2057, 20153, -1.57,  -79.09,  2057.00,  5827\n
JUNCAL, Sierra, -2.4, -78.9, 3910, 30357, -2.44,  -78.89,  3910.00,  6626\n
JUNIN, Costa, -0.9, -80.2, 63, 130750, -0.94,  -80.19,  63.00,  2024\n
JUNQUILLAL, Costa, -1.7, -79.9, 5, 91953, -1.73,  -79.86,  5.00,  2478\n
LAGARTO, Costa, 1, -79.2, 86, 80753, 1.01,  -79.22,  86.00,  2337\n
LAGO_SAN_PEDRO, Oriente, -0.2, -76.9, 301, 220355, -0.25,  -76.93,  301.00,  2976\n
LARAMA, Sierra, -4.3, -79.9, 1165, 110851, -4.25,  -79.90,  1165.00,  4010\n
LASCANO, Costa, -1.5, -80.3, 96, 131054, -1.52,  -80.25,  96.00,  2233\n
LAS_GOLONDRINAS, Costa, 0.3, -79.1, 356, 900151, 0.32,  -79.07,  356.00,  3050\n
LAS_NAVES, Sierra, -1.3, -79.3, 426, 20750, -1.29,  -79.29,  426.00,  3006\n
LAS_NIEVES_(CHAYA), Sierra, -3.3, -79.2, 3251, 10453, -3.31,  -79.15,  3251.00,  5764\n
LAS_PAMPAS, Sierra, -0.5, -79, 1469, 50753, -0.47,  -78.97,  1469.00,  4909\n
LATACUNGA, Sierra, -0.9, -78.5, 3154, 50150, -0.92,  -78.54,  3154.00,  5700\n
LAUREL, Costa, -1.8, -79.9, 3, 90653, -1.81,  -79.92,  3.00,  2482\n
LAURO_GUERRERO, Sierra, -3.9, -79.8, 1904, 110954, -3.94,  -79.79,  1904.00,  3329\n
LA_AVANZADA, Costa, -3.6, -79.9, 142, 71253, -3.57,  -79.95,  142.00,  2367\n
LA_BELLEZA, Oriente, -0.8, -77.1, 340, 220158, -0.77,  -77.07,  340.00,  3004\n
LA_BOCANA, Costa, -3.7, -79.9, 269, 71052, -3.70,  -79.90,  269.00,  2745\n
LA_BONITA, Oriente, 0.5, -77.6, 2599, 210550, 0.51,  -77.57,  2599.00,  5458\n
LA_CANDELARIA, Sierra, -1.6, -78.4, 3902, 60955, -1.64,  -78.44,  3902.00,  6566\n
LA_CANELA, Oriente, -4.7, -78.9, 2192, 190854, -4.68,  -78.92,  2192.00,  5620\n
LA_CHONTA, Oriente, -4.9, -79.1, 1300, 190254, -4.95,  -79.09,  1300.00,  4443\n
LA_CONCORDIA, Costa, -0, -79.4, 226, 80850, -0.00,  -79.38,  226.00,  2729\n
LA_ESPERANZA, Sierra, 0.3, -78.1, 2851, 100154, 0.27,  -78.13,  2851.00,  5188\n
LA_ESPERANZA1, , 0.1, -78.3, 3023, 170451, 0.06,  -78.26,  3023.00,  5309\n
LA_ESPERANZA2, , -1, -79.4, 100, 120555, -0.98,  -79.41,  100.00,  2245\n
LA_IBERIA, Costa, -3.2, -79.9, 14, 70652, -3.24,  -79.88,  14.00,  2284\n
LA_JOYA_DE_LOS_SACHAS, Oriente, -3.1, -76.8, 268, 220350, -3.09,  -76.84,  268.00,  2661\n
LA_LIBERTAD, Costa, -2.2, -80.9, 29, 240250, -2.24,  -80.89,  29.00,  2600\n
LA_LIBERTAD1, , -3.9, -80.1, 799, 71451, -3.85,  -80.11,  799.00,  3540\n
LA_LIBERTAD_(ALIZO), Sierra, 0.7, -78, 3534, 40352, 0.71,  -77.96,  3534.00,  6015\n
LA_MANA, Sierra, -0.9, -79.2, 225, 50250, -0.93,  -79.23,  225.00,  2608\n
LA_MERCED, Sierra, -0.3, -78.4, 2540, 170164, -0.29,  -78.39,  2540.00,  5143\n
LA_MERCED_DE_BUENOS_AIRES, Sierra, 0.6, -78.4, 2287, 100652, 0.64,  -78.38,  2287.00,  5383\n
LA_PAZ, Sierra, 0.5, -77.8, 2700, 40554, 0.52,  -77.85,  2700.00,  5327\n
LA_PAZ1, , -3.8, -79, 1391, 190451, -3.75,  -78.95,  1391.00,  4253\n
LA_PEANNA, Costa, -3.3, -79.9, 21, 70953, -3.31,  -79.85,  21.00,  2187\n
LA_PILA, Costa, -1.1, -80.6, 253, 130952, -1.14,  -80.59,  253.00,  2455\n
LA_PROVIDENCIA, Sierra, -1.6, -78.5, 2612, 60753, -1.57,  -78.55,  2612.00,  5289\n
LA_SOFIA, Oriente, 0.3, -77.7, 2101, 210552, 0.33,  -77.69,  2101.00,  5662\n
LA_TINGUE, Sierra, -3.9, -79.6, 1369, 111651, -3.94,  -79.56,  1369.00,  4102\n
LA_TOLA, Costa, 1.1, -79.1, 6, 80254, 1.14,  -79.06,  6.00,  2327\n
LA_TRONCAL, Sierra, -2.4, -79.3, 98, 30450, -2.44,  -79.33,  98.00,  2407\n
LA_UNION, Costa, -2.9, -78.8, 2938, 11152, -2.94,  -78.75,  2938.00,  5426\n
LA_UNION1, , -1.7, -79.4, 11, 120155, -1.72,  -79.38,  11.00,  2435\n
LA_UNION2, , 0.2, -79.4, 163, 80455, 0.15,  -79.43,  163.00,  2230\n, -0.60,  -79.42,  163.00,  2187\n
LA_UNION2, , 0.2, -79.4, 163, 80455, 0.15,  -79.43,  163.00,  2230\n, -0.60,  -79.42,  163.00,  2187\n
